Open,Close,High,Low,Volume,Date
2034.5,2101,2115.5,2022,,05/20/20
2013.5,2034,2105.5,1966.5,,05/19/20
1906,2010.5,2085,1901.5,,05/18/20
1903.5,1903.5,1903.5,1903.5,,05/17/20
1845.5,1903.5,1912,1818,,05/15/20
1817.5,1840,1848.5,1778,,05/14/20
1869,1820.5,1878.5,1767,,05/13/20
1922,1866,1924,1855,,05/12/20
1890,1897.5,1946.5,1846.5,,05/11/20
1884.5,1884.5,1884.5,1884.5,,05/10/20
1884.5,1884.5,1884.5,1884.5,,05/09/20
1911,1884.5,1924.5,1843.5,,05/08/20
1794.5,1879.5,1884,1794.5,,05/07/20
1804,1801,1821.5,1773.5,,05/06/20
1854.5,1806,1869.5,1763.5,,05/05/20
1905.5,1854.5,1923,1842.5,,05/04/20
1902,1902,1902,1902,,05/03/20
1982.5,1902,1983,1892.5,,05/01/20
1948,1969,2076,1946,,04/30/20
1925.5,1948,1996,1918.5,,04/29/20
1941,1925.5,1964.5,1892.5,,04/28/20
2031,1932.5,2054,1910.5,,04/27/20
2027.5,2027.5,2027.5,2027.5,,04/26/20
1984,2027.5,2050.5,1972.5,,04/24/20
1952.5,1986.5,2090.5,1941.5,,04/23/20
1934,1943.5,1987,1934,,04/22/20
2173.5,1927.5,2185.5,1840,,04/21/20
2168,2172.5,2215.5,2159,,04/20/20
2169,2169,2169,2169,,04/19/20
2171.5,2169,2200.5,2159.5,,04/17/20
2163,2175,2230.5,2142.5,,04/16/20
2223.5,2172,2237,2137,,04/15/20
2191.5,2234,2293,2182.5,,04/14/20
2118,2192,2287.5,2118,,04/13/20
2163.5,2163.5,2163.5,2163.5,,04/12/20
2150.5,2163.5,2190.5,2150.5,,04/09/20
2176,2164,2206.5,2149.5,,04/08/20
2182,2170,2277,2124,,04/07/20
2195.5,2165,2214.5,2102,,04/06/20
2191,2191,2191,2191,,04/05/20
2208,2191,2264,2133.5,,04/03/20
2233.5,2220,2308,2122,,04/02/20
2307.5,2219,2371,2203,,04/01/20
2313.5,2349.5,2446,2290.5,,03/31/20
2304,2330,2343.5,2232.5,,03/30/20
2272.5,2272.5,2272.5,2272.5,,03/29/20
2318,2272.5,2395.5,2249,,03/27/20
2343.5,2338,2415,2221.5,,03/26/20
1944,2347,2424.5,1932,,03/25/20
1736,1958,1974,1735.5,,03/24/20
1607,1737,1737.5,1606,,03/23/20
1642.5,1612,1687,1611.5,,03/22/20
1651.5,1642.5,1741,1583.5,,03/20/20
1598.5,1662.5,1709,1510.5,,03/19/20
1631,1598,1697.5,1555.5,,03/18/20
1618.5,1646.5,1813.5,1528,,03/17/20
1739.5,1618,1872.5,1490.5,,03/16/20
1820,1745,1820,1726,,03/15/20
1878.5,1820,2049.5,1612,,03/13/20
2311,1882.5,2313.5,1666,,03/12/20
2427,2306.5,2427,2301.5,,03/11/20
2493.5,2428,2535.5,2403.5,,03/10/20
2500.5,2503,2518.5,2373,,03/09/20
2570,2508.5,2575,2508.5,,03/08/20
2541,2570,2626.5,2453.5,,03/06/20
2570,2539.5,2571.5,2461.5,,03/05/20
2506,2569.5,2585.5,2438.5,,03/04/20
2549.5,2508,2580,2478.5,,03/03/20
2564.5,2539,2679,2510,,03/02/20
2607.5,2607.5,2607.5,2607.5,,03/01/20
2864.5,2607.5,2872.5,2486,,02/28/20
2783.5,2856.5,2878,2732.5,,02/27/20
2712.5,2785.5,2798.5,2698,,02/26/20
2641,2711.5,2732.5,2640.5,,02/25/20
2720,2645.5,2732.5,2595,,02/24/20
2714,2714,2714,2714,,02/23/20
2687.5,2714,2727,2677.5,,02/21/20
2718,2684,2772,2643,,02/20/20
2636,2715,2844.5,2629,,02/19/20
2520,2631.5,2639,2510,,02/18/20
2437,2521.5,2526,2429,,02/17/20
2432.5,2432.5,2432.5,2432.5,,02/16/20
2424.5,2432.5,2460.5,2409,,02/14/20
2408,2431,2441,2385,,02/13/20
2351.5,2407.5,2408.5,2321.5,,02/12/20
2356,2349.5,2366.5,2308,,02/11/20
2320,2358.5,2378,2319,,02/10/20
2319,2319,2319,2319,,02/09/20
2343,2319,2356,2286.5,,02/07/20
2433,2339,2461,2326.5,,02/06/20
2437.5,2429.5,2498.5,2417,,02/05/20
2321,2439,2440.5,2314,,02/04/20
2285,2322,2328,2268.5,,02/03/20
2292.5,2292.5,2292.5,2292.5,,02/02/20
2310.5,2292.5,2327,2286,,01/31/20
